WARNING: sequence length is too short
Position	P(x)	G(x)
436	0.000157508	5.58246
437	0.000200148	5.49949
438	0.000225859	5.49446
439	0.000310014	5.30921
440	0.000575757	4.76282
441	0.000732011	4.69807
442	0.000822498	4.70826
443	0.000873881	4.73158
444	0.000901997	4.7514
445	0.000915793	4.76239
446	0.000962947	4.77947
447	0.00110142	4.74537
448	0.00117534	4.75214
449	0.00121336	4.76507
450	0.00123089	4.77373
451	0.00123521	4.77472
452	0.00126124	4.78758
453	0.00127062	4.79402
454	0.00126816	4.79237
455	0.00125317	4.78292
456	0.00121944	4.76814
457	0.00115317	4.75648
458	0.00102839	4.77579
459	0.00079872	4.93472
460	0.000720718	4.94445
461	0.00069601	4.9294
462	0.00065069	4.91516
463	0.000571088	4.92438
464	0.000548348	4.90722
465	0.000506994	4.88663
466	0.000435969	4.88164
467	0.000317566	4.96803
468	0.00012398	5.89683
469	6.91035e-05	6.59542
470	6.85175e-05	6.55278
471	0.000130571	5.64659
472	0.000171406	5.41458
473	0.000193868	5.31641
474	0.000320357	4.88113
475	0.000791805	4.02988
476	0.00247179	3.09163
477	0.00358001	3.02936
478	0.00735331	2.56227
479	0.00973264	2.52192
480	0.0111981	2.54438
481	0.0120793	2.57819
482	0.0125962	2.60938
483	0.0141629	2.61682
484	0.01504	2.64245
485	0.0155193	2.6675
486	0.0157742	2.68676
487	0.015904	2.69945
488	0.0159623	2.70612
489	0.0161461	2.72387
490	0.0162317	2.73432
491	0.0164857	2.75957
492	0.0166106	2.77556
493	0.0166643	2.78417
494	0.01667	2.78675
495	0.0166286	2.78379
496	0.0165223	2.77503
497	0.0163105	2.7598
498	0.0159195	2.73768
499	0.0152246	2.70968
500	0.0140224	2.68115
501	0.0119882	2.67061
502	0.00861471	2.75456
503	0.00312229	3.76184
504	0.00146079	4.69622
505	0.00098282	5.20712
506	0.000915374	5.29434
507	0.00118645	4.97517
508	0.00135472	4.84944
509	0.00142857	4.80358
510	0.00205803	4.42922
511	0.00249065	4.31174
512	0.00276921	4.27113
513	0.00292241	4.25919
514	0.00296621	4.25932
515	0.00356888	4.17733
516	0.00397251	4.15637
517	0.00422634	4.15578
518	0.0054427	4.01212
519	0.0101953	3.40768
520	0.0137033	3.27671
521	0.0163198	3.24128
522	0.0182869	3.23649
523	0.0262265	2.95999
524	0.0322841	2.86583
525	0.0369105	2.83156
526	0.0404357	2.82259
527	0.0546408	2.57182
528	0.0653913	2.48052
529	0.0734704	2.44782
530	0.0794903	2.44087
531	0.0839284	2.44566
532	0.0871525	2.45517
533	0.0894375	2.46548
534	0.0909762	2.47426
535	0.0918817	2.48005
536	0.0921814	2.48196
537	0.0917965	2.47975
538	0.0905004	2.47434
539	0.0916043	2.47935
540	0.0975849	2.47069
541	0.101586	2.47251
542	0.104082	2.47731
543	0.105342	2.48159
544	0.105446	2.48425
545	0.104289	2.48624
546	0.101547	2.49145
547	0.1032	2.49626
548	0.103525	2.50057
549	0.110317	2.48658
550	0.114876	2.48292
551	0.117674	2.48318
552	0.118971	2.48479
553	0.118867	2.48729
554	0.117323	2.49175
555	0.114178	2.50096
556	0.109149	2.52015
557	0.101823	2.55891
558	0.0916414	2.63615
559	0.0778758	2.79453
560	0.0753213	2.80798
561	0.0713832	2.83273
562	0.0658495	2.87762
563	0.0658732	2.87367
564	0.0649335	2.87207
565	0.0630583	2.87241
566	0.0601611	2.87702
567	0.0560297	2.89245
568	0.0502973	2.93427
569	0.0423959	3.04285
570	0.0406144	3.04219
571	0.0379153	3.05347
572	0.03402	3.09529
573	0.0332735	3.09004
574	0.0339211	3.08771
575	0.0340492	3.08648
576	0.0337958	3.08315
577	0.0332113	3.07759
578	0.0322865	3.0713
579	0.0309679	3.06715
580	0.0291651	3.06983
581	0.0267519	3.08746
582	0.0235632	3.13606
583	0.0193877	3.25379
584	0.013953	3.56355
585	0.0126238	3.58604
586	0.0108952	3.64121
587	0.00864413	3.77642
588	0.00809418	3.76207
589	0.00735986	3.75139
590	0.00636963	3.75597
591	0.00501387	3.81323
592	0.00312408	4.10309
593	0.00262215	4.10533
594	0.00189259	4.20869
595	0.000821642	5.05883
596	0.000533732	5.51413
597	0.000496767	5.58266
598	0.000649605	5.28659
599	0.0007379	5.17973
600	0.00077187	5.14657
601	0.0010658	4.82348
602	0.00125344	4.71876
603	0.00136298	4.68047
604	0.00141323	4.66647
605	0.00141572	4.66135
606	0.00137601	4.65937
607	0.00147672	4.63112
608	0.00185825	4.44676
609	0.00208179	4.39916
610	0.00220664	4.39037
611	0.00261067	4.28422
612	0.00283437	4.26451
613	0.0029528	4.26746
614	0.00300921	4.27276
615	0.00302634	4.27322
616	0.00301274	4.26649
617	0.00305031	4.27359
618	0.0030551	4.27414
619	0.00311075	4.28761
620	0.00312923	4.29439
621	0.0031233	4.29358
622	0.00309482	4.2857
623	0.00303712	4.27175
624	0.00293445	4.25391
625	0.00275837	4.2382
626	0.00246096	4.2426
627	0.00236764	4.21741
628	0.00221142	4.19045
629	0.00195285	4.17582
630	0.00152826	4.22529
631	0.000836132	4.66486
632	0.0006241	4.74879
633	0.000283366	5.49954
634	0.000180654	5.86398
635	0.000150548	5.92632
636	0.000102608	6.21372
637	8.9901e-05	6.25861
638	6.88803e-05	6.41835
639	6.60421e-05	6.44618
640	5.86907e-05	6.50267
641	4.56478e-05	6.66941
642	2.48779e-05	7.42424
643	2.25541e-05	7.58075
644	3.45536e-05	7.0861
645	4.15117e-05	6.95577
646	7.55925e-05	6.3977
647	0.000204556	5.48899
648	0.000296226	5.38876
649	0.00064588	4.82132
650	0.000900641	4.73464
651	0.001088	4.72346
652	0.00122661	4.73288
653	0.00132927	4.74778
654	0.0014047	4.76237
655	0.00170632	4.66065
656	0.0019284	4.62101
657	0.00208943	4.60681
658	0.00271502	4.37494
659	0.00508472	3.61282
660	0.00676035	3.44016
661	0.0079267	3.39034
662	0.00872365	3.3814
663	0.00925498	3.38712
664	0.00959501	3.39644
665	0.010813	3.34565
666	0.01158	3.33456
667	0.0120427	3.33685
668	0.0122965	3.34135
669	0.0123962	3.3429
670	0.0123621	3.33917
671	0.0126275	3.34255
672	0.0135278	3.32302
673	0.0140014	3.32494
674	0.0142246	3.32997
675	0.0142916	3.33148
676	0.0142431	3.32729
677	0.0143975	3.33527
678	0.0144323	3.33779
679	0.0143803	3.33426
680	0.014242	3.32501
681	0.0139933	3.31079
682	0.013584	3.29317
683	0.0129318	3.27575
684	0.0119096	3.26715
685	0.0116158	3.24649
686	0.0111592	3.22105
687	0.0104613	3.19289
688	0.00940489	3.16776
689	0.00781652	3.16297
690	0.00543885	3.24901
691	0.00188928	4.20776
692	0.0008873	4.96822
693	0.000607503	5.27678
694	0.000539335	5.32516
695	0.00042785	5.4758
696	0.00025574	6.10009
697	0.000222851	6.26471
698	0.000266939	6.08457
699	0.000463253	5.45883
700	0.000588567	5.32649
701	0.00066622	5.29399
702	0.000710842	5.29034
703	0.000731207	5.29419
704	0.00073199	5.29825
705	0.000714764	5.30071
706	0.000763607	5.29684
707	0.000789708	5.29819
708	0.000797483	5.29715
709	0.000885401	5.26593
710	0.00094028	5.25659
711	0.000969472	5.25324
712	0.00111695	5.17356
713	0.00121121	5.14479
714	0.00126482	5.1355
715	0.00150036	5.00364
716	0.00164953	4.95555
717	0.00173524	4.93928
718	0.00176902	4.9378
719	0.00198508	4.85432
720	0.00210849	4.82468
721	0.00216301	4.8168
722	0.00215891	4.82064
723	0.00209423	4.83822
724	0.00216575	4.82073
725	0.0021758	4.81714
726	0.00213132	4.82135
727	0.00220528	4.80299
728	0.00222131	4.79617
729	0.00219166	4.79145
730	0.00225108	4.78153
731	0.0022629	4.77665
732	0.00223964	4.76947
733	0.00218186	4.75939
734	0.00207996	4.75084
735	0.00191325	4.75677
736	0.00186742	4.74336
737	0.00178911	4.72839
738	0.00166264	4.7207
739	0.00162704	4.705
740	0.00156833	4.68454
741	0.00147516	4.66361
742	0.0013293	4.65281
743	0.00110228	4.68359
744	0.000750114	4.89036
745	0.000646986	4.87252
746	0.000487304	4.9149
747	0.000240384	5.36438
748	0.000168199	5.42175
749	5.66367e-05	6.33206
750	2.41946e-05	7.17824
751	1.52307e-05	7.65159
752	1.4178e-05	7.70766
753	1.0932e-05	7.99322
754	1.27917e-05	7.78702
755	2.20059e-05	7.16888
756	2.7005e-05	7.05399
757	2.93615e-05	7.02204
758	2.99033e-05	7.00083
759	3.51347e-05	6.94533
760	3.77494e-05	6.93349
761	3.86181e-05	6.92097
762	3.80337e-05	6.8919
763	4.05511e-05	6.88043
764	4.9361e-05	6.77169
765	5.39886e-05	6.74876
766	6.85159e-05	6.5859
767	0.000111311	6.13153
768	0.000134494	6.07123
769	0.000146774	6.07717
770	0.000152879	6.09147
771	0.000155178	6.09772
772	0.000154492	6.09053
773	0.000150341	6.06893
774	0.000140648	6.03823
775	0.000138403	6.02855
776	0.000141227	6.04096
777	0.000140704	6.0397
778	0.000136362	6.02755
779	0.000137791	6.03545
780	0.000135561	6.03207
781	0.000128491	6.02751
782	0.000128546	6.03832
783	0.000124543	6.04242
784	0.000114797	6.06062
785	9.55488e-05	6.16369
786	5.98766e-05	6.72871
787	4.89948e-05	6.96398
788	4.97515e-05	6.99563
789	4.63482e-05	7.10972
790	5.83935e-05	6.87697
791	0.000115579	6.04385
792	0.000158715	5.8331
793	0.000190479	5.74941
794	0.000212674	5.7085
795	0.000226329	5.68253
796	0.000298042	5.46816
797	0.000348417	5.38635
798	0.000381719	5.34917
799	0.000400579	5.3259
800	0.000494148	5.17382
801	0.000554797	5.1191
802	0.000781384	4.80329
803	0.00156814	4.0442
804	0.00424449	3.10503
805	0.0132195	2.24347
806	0.0188608	2.22087
807	0.0374153	1.85307
808	0.0489418	1.84835
809	0.0561086	1.89154
810	0.0605908	1.93882
811	0.0634225	1.97982
812	0.0652347	2.0126
813	0.0664104	2.0378
814	0.0671812	2.05668
815	0.067687	2.07042
816	0.0680096	2.07985
817	0.0681891	2.08535
818	0.0682268	2.08678
819	0.0680733	2.08357
820	0.068378	2.09194
821	0.068447	2.09508
822	0.0682115	2.09276
823	0.0674972	2.08514
824	0.0659599	2.07413
825	0.0629758	2.06672
826	0.0574692	2.08422
827	0.0476506	2.19657
828	0.0306355	2.7476
829	0.0252674	2.93215
830	0.0238535	2.9645
831	0.0243284	2.9632
832	0.0241542	2.96944
833	0.0260492	2.93461
834	0.0270122	2.92485
835	0.027288	2.92389
836	0.0270094	2.92603
837	0.0262245	2.931
838	0.0249171	2.94243
839	0.0230203	2.96845
840	0.0204266	3.02535
841	0.0169938	3.14995
842	0.0125482	3.45105
843	0.0115058	3.47604
844	0.0101697	3.5232
845	0.00989145	3.51187
846	0.00951393	3.49482
847	0.00947207	3.4911
848	0.00937995	3.48031
849	0.009242	3.46277
850	0.00904936	3.43839
851	0.00877968	3.40701
852	0.00839264	3.36918
853	0.0078212	3.32806
854	0.00695791	3.29424
855	0.00563485	3.30282
856	0.00359567	3.51928
857	0.00300578	3.50194
858	0.00209995	3.57975
859	0.000724957	4.57559
860	0.000345262	5.45312
861	0.000280516	5.72529
862	0.000422694	5.17983
863	0.000501278	5.01677
864	0.000523119	4.9671
865	0.000817599	4.56441
866	0.00192295	3.75811
867	0.00265133	3.66209
868	0.00517067	3.18114
869	0.0136577	2.40565
870	0.0189753	2.358
871	0.0222468	2.38637
872	0.0326836	2.21505
873	0.0388863	2.21166
874	0.0425123	2.24054
875	0.0445993	2.27225
876	0.0457827	2.29869
877	0.046444	2.31828
878	0.0468065	2.33163
879	0.0469971	2.33987
880	0.0475809	2.35878
881	0.0478933	2.37117
882	0.0480493	2.37838
883	0.0481036	2.38135
884	0.0480686	2.38046
885	0.0479187	2.37552
886	0.0475786	2.36605
887	0.0468955	2.35187
888	0.0455883	2.33465
889	0.0431615	2.32155
890	0.0387697	2.33582
891	0.0310095	2.46008
892	0.0284731	2.45415
893	0.0241881	2.49757
894	0.0171124	2.74238
895	0.0149485	2.75666
896	0.0115224	2.87012
897	0.00621109	3.51258
898	0.00468434	3.71168
899	0.00426226	3.71748
900	0.00363537	3.75999
901	0.00272882	3.91827
902	0.00144416	4.64682
903	0.00111082	4.86798
904	0.0010421	4.89494
905	0.000934751	4.94414
906	0.000783229	5.04897
907	0.000578772	5.31147
908	0.000544132	5.34641
909	0.000489303	5.40213
910	0.000412668	5.50641
911	0.000311099	5.73849
912	0.000179912	6.46982
913	0.000163619	6.58568
914	0.000217576	6.22759
915	0.000454358	5.31045
916	0.000626859	5.12397
917	0.000751728	5.06741
918	0.00084071	5.05075
919	0.000901746	5.04693
920	0.000939504	5.0449
921	0.000955331	5.0397
922	0.00108628	4.99013
923	0.0011731	4.97125
924	0.00153675	4.75764
925	0.00289765	4.06088
926	0.00384421	3.92089
927	0.00449505	3.89077
928	0.00685715	3.56172
929	0.00845789	3.48901
930	0.00953241	3.48124
931	0.0133346	3.24524
932	0.0158577	3.19125
933	0.0175208	3.1877
934	0.0186084	3.19964
935	0.0193106	3.2146
936	0.0197517	3.2276
937	0.0200096	3.23655
938	0.0201273	3.24049
939	0.0201182	3.23883
940	0.0204913	3.2459
941	0.021857	3.23056
942	0.0226866	3.22981
943	0.0231641	3.23283
944	0.0233999	3.2347
945	0.0234491	3.23314
946	0.0233197	3.22737
947	0.0229711	3.21806
948	0.0223026	3.20844
949	0.0211289	3.2075
950	0.0208001	3.19804
951	0.0202003	3.1877
952	0.0191957	3.18329
953	0.0175723	3.20107
954	0.0150064	3.28438
955	0.0142579	3.27538
956	0.0131063	3.28056
957	0.0113686	3.32635
958	0.00878535	3.49466
959	0.0080679	3.48853
960	0.00787328	3.46744
961	0.00759059	3.4412
962	0.00718667	3.41055
963	0.00661512	3.37735
964	0.00581211	3.34653
965	0.00469058	3.33275
966	0.00313252	3.39551
967	0.000978974	4.24651
968	0.000417482	4.78494
969	0.000271819	4.83719
970	7.34811e-05	5.74824
971	2.25247e-05	6.64068
972	9.49184e-06	7.22586
973	6.19811e-06	7.31937
974	1.72109e-06	8.3118
975	6.10031e-07	9.31762
976	4.13386e-07	9.70392
977	6.33875e-07	9.1582
978	6.70572e-07	8.94487
979	1.09246e-06	8.49489
980	2.37834e-06	7.8344
981	3.02674e-06	7.75167
982	4.87992e-06	7.45827
983	5.78499e-06	7.42341
984	8.23933e-06	7.24155
985	9.38505e-06	7.22912
986	9.8445e-06	7.22308
987	1.11512e-05	7.21652
988	1.16569e-05	7.22255
989	1.16982e-05	7.20324
990	1.21603e-05	7.21275
991	1.33731e-05	7.24634
992	1.3771e-05	7.26793
993	1.37154e-05	7.25869
994	1.41869e-05	7.34151
995	1.42115e-05	7.3729
996	1.38056e-05	7.36447
997	1.27168e-05	7.32856
998	1.03e-05	7.30381
999	5.18285e-06	7.6263
1000	3.24151e-06	7.80526
1001	2.50262e-06	7.81128
