WARNING: sequence length is too short
Position	P(x)	G(x)
82	0.000585825	5.64747
83	0.000561983	5.63461
84	0.000556128	5.62923
85	0.000542501	5.61744
86	0.000516804	5.60556
87	0.00047104	5.61145
88	0.000391444	5.69326
89	0.000366237	5.68443
90	0.000322854	5.70461
91	0.000249852	5.84369
92	0.000227603	5.84106
93	0.00019047	5.88466
94	0.000129937	6.13603
95	0.000112313	6.15736
96	8.35538e-05	6.28661
97	3.78952e-05	7.18812
98	2.52956e-05	7.68423
99	2.44391e-05	7.73784
100	3.3664e-05	7.4059
101	3.84806e-05	7.31789
102	4.00194e-05	7.29795
103	3.87184e-05	7.31378
104	4.70959e-05	7.16788
105	5.1671e-05	7.11238
106	5.32789e-05	7.08559
107	6.69753e-05	6.90026
108	0.000116773	6.29487
109	0.000149053	6.1663
110	0.000260339	5.6523
111	0.000331339	5.55963
112	0.000375937	5.54948
113	0.00040333	5.56048
114	0.000419458	5.57341
115	0.000427934	5.58055
116	0.000430548	5.57813
117	0.000427371	5.56393
118	0.000435848	5.57036
119	0.000437216	5.56804
120	0.000453437	5.57433
121	0.00045973	5.57746
122	0.000486017	5.57637
123	0.000562117	5.50504
124	0.000600585	5.50147
125	0.000618707	5.51059
126	0.000625272	5.51669
127	0.000624045	5.51566
128	0.000615498	5.50786
129	0.000597388	5.49678
130	0.000564468	5.49154
131	0.000507376	5.51609
132	0.00048963	5.50289
133	0.000459228	5.49347
134	0.000408497	5.50721
135	0.000393002	5.48615
136	0.000367111	5.46217
137	0.0003243	5.44841
138	0.000253555	5.49606
139	0.000136326	5.95305
140	9.94459e-05	6.06367
141	8.78781e-05	6.03127
142	6.85074e-05	6.04401
143	3.63401e-05	6.3985
144	2.6349e-05	6.43224
145	1.00149e-05	7.14484
146	5.05412e-06	7.58801
147	3.61304e-06	7.69773
148	1.27442e-06	8.6617
149	6.4103e-07	9.52
150	5.88584e-07	9.69426
151	9.8679e-07	9.23498
152	1.12044e-06	9.09729
153	1.85995e-06	8.83003
154	2.21249e-06	8.77507
155	2.31007e-06	8.70395
156	2.20793e-06	8.54834
157	2.43486e-06	8.51198
158	3.13806e-06	8.37851
159	5.05356e-06	8.04478
160	5.94569e-06	8.01083
161	6.29116e-06	7.99299
162	7.39418e-06	7.98791
163	7.84435e-06	7.99785
164	7.92014e-06	7.97781
165	8.48442e-06	8.026
166	8.64407e-06	8.04141
167	8.50099e-06	8.01727
168	8.79534e-06	8.08544
169	8.77669e-06	8.10858
170	8.40488e-06	8.09739
171	7.45903e-06	8.07937
172	5.42066e-06	8.18527
173	4.67919e-06	8.21256
174	4.47305e-06	8.24478
175	3.88573e-06	8.2736
176	2.62387e-06	8.48661
177	2.19381e-06	8.5604
178	1.27501e-06	8.97065
179	9.55489e-07	9.13689
180	8.80722e-07	9.23857
181	6.48282e-07	9.33721
182	6.35239e-07	9.5245
183	4.96539e-07	9.63489
184	1.84428e-07	10.1792
185	9.71225e-08	10.7407
186	7.81339e-08	10.9699
187	1.17072e-07	10.9653
188	8.77327e-08	10.8815
189	1.31391e-07	10.8087
190	1.05904e-07	10.5982
191	1.37569e-07	10.4215
192	2.45021e-07	10.0586
193	5.85127e-07	9.57954
194	7.4173e-07	9.48119
195	1.37625e-06	9.25204
196	1.74056e-06	9.19365
197	1.91672e-06	9.11693
198	2.87435e-06	8.92203
199	3.50765e-06	8.83702
200	3.88019e-06	8.75897
201	5.82491e-06	8.44111
202	7.22326e-06	8.3106
203	8.13706e-06	8.2257
204	1.26522e-05	7.79091
205	3.12924e-05	6.79616
206	4.55287e-05	6.61468
207	0.000103163	5.89538
208	0.000333131	4.88547
209	0.000504968	4.78173
210	0.000631638	4.77352
211	0.00111777	4.3892
212	0.00146562	4.31674
213	0.00171032	4.31325
214	0.00187938	4.33123
215	0.00199383	4.35474
216	0.00239909	4.29309
217	0.00266459	4.28995
218	0.00356886	4.09665
219	0.00659351	3.50348
220	0.00848103	3.41993
221	0.00964178	3.42538
222	0.0103461	3.45168
223	0.0107683	3.47948
224	0.0110177	3.50262
225	0.0111613	3.51948
226	0.0112379	3.53005
227	0.0112675	3.53467
228	0.0114237	3.55231
229	0.0115064	3.56308
230	0.0118111	3.58646
231	0.0119876	3.603
232	0.0120819	3.6131
233	0.012117	3.61726
234	0.0120997	3.61581
235	0.0120215	3.60888
236	0.0118565	3.59694
237	0.0115543	3.58173
238	0.0110274	3.56873
239	0.0101317	3.57328
240	0.00863669	3.6408
241	0.00618268	3.95116
242	0.00543371	4.00365
243	0.00424163	4.20621
244	0.00389148	4.22355
245	0.00334965	4.29674
246	0.00252761	4.54475
247	0.00229756	4.56848
248	0.00195658	4.64783
249	0.00145987	4.89625
250	0.00132701	4.91488
251	0.0011359	4.9763
252	0.00108948	4.96508
253	0.00102057	4.9528
254	0.00092258	4.94668
255	0.000786137	4.9634
256	0.000598564	5.05297
257	0.000343077	5.46549
258	0.000278638	5.50048
259	0.000191336	5.65628
260	7.44303e-05	6.68551
261	4.57955e-05	7.22401
262	4.07413e-05	7.30966
263	3.21619e-05	7.52883
264	3.30774e-05	7.49135
265	3.15235e-05	7.50447
266	3.57386e-05	7.42552
267	5.05254e-05	7.16734
268	5.86906e-05	7.12991
269	6.30998e-05	7.1313
270	6.51884e-05	7.13418
271	6.56072e-05	7.12805
272	6.45017e-05	7.10995
273	6.15683e-05	7.08097
274	6.26398e-05	7.08791
275	6.20382e-05	7.08427
276	5.93455e-05	7.07486
277	5.3317e-05	7.08575
278	4.12126e-05	7.24071
279	3.77546e-05	7.28413
280	3.95487e-05	7.26615
281	5.06506e-05	7.05642
282	9.03689e-05	6.41267
283	0.000115585	6.2766
284	0.000131097	6.23895
285	0.000139823	6.2284
286	0.000173662	6.09221
287	0.000193922	6.05794
288	0.000205113	6.05248
289	0.000209839	6.05219
290	0.00023352	6.02327
291	0.000246455	6.02467
292	0.000252245	6.03003
293	0.000252531	6.02992
294	0.000247312	6.02211
295	0.000254604	6.03422
296	0.000256115	6.03947
297	0.000251562	6.03851
298	0.000263181	6.04913
299	0.000315463	5.97758
300	0.000351122	5.95534
301	0.000374446	5.9494
302	0.000475523	5.77899
303	0.000547327	5.71503
304	0.000597011	5.68993
305	0.00062898	5.68047
306	0.000645349	5.67744
307	0.000645958	5.67852
308	0.000627974	5.68763
309	0.000584976	5.71987
310	0.000605131	5.70442
311	0.000603732	5.70241
312	0.000577633	5.71718
313	0.000626726	5.6682
314	0.000845791	5.38028
315	0.00163722	4.63155
316	0.00443831	3.64869
317	0.00630722	3.5589
318	0.00755021	3.56833
319	0.00837471	3.59941
320	0.00892002	3.63289
321	0.00927886	3.66262
322	0.00951221	3.68662
323	0.00965918	3.70444
324	0.00974345	3.71609
325	0.00977679	3.7216
326	0.00976033	3.72079
327	0.00993311	3.74173
328	0.0106768	3.77506
329	0.0112324	3.805
330	0.0116546	3.82975
331	0.0119735	3.84903
332	0.0121994	3.86328
333	0.0123228	3.87375
334	0.0123105	3.88348
335	0.0120948	3.8998
336	0.0115563	3.9403
337	0.0104963	4.04996
338	0.0107114	4.06421
339	0.0132746	3.88456
340	0.0153594	3.79266
341	0.0169788	3.74493
342	0.0181228	3.72478
343	0.0187539	3.72747
344	0.0187995	3.75662
345	0.0234473	3.54791
346	0.0270938	3.44536
347	0.029822	3.39262
348	0.0316814	3.36775
349	0.0431275	3.05454
350	0.0522184	2.92298
351	0.0593188	2.86111
352	0.0647263	2.83146
353	0.0895639	2.52822
354	0.109002	2.4125
355	0.124077	2.3646
356	0.18689	1.96566
357	0.235385	1.83516
358	0.272595	1.78747
359	0.423002	1.37181
360	0.537239	1.24526
361	0.623451	1.20239
362	0.688054	1.19227
363	0.736078	1.19639
364	0.771449	1.20653
365	0.797215	1.21862
366	0.815725	1.2305
367	0.828775	1.241
368	0.837712	1.24951
369	0.843524	1.25569
370	0.846889	1.25934
371	0.848218	1.26031
372	0.847662	1.25842
373	0.845086	1.25346
374	0.848687	1.2573
375	0.849996	1.25833
376	0.849272	1.25641
377	0.846403	1.25143
378	0.840875	1.24338
379	0.831681	1.23242
380	0.817173	1.21932
381	0.794832	1.206
382	0.760977	1.19678
383	0.710368	1.20101
384	0.696417	1.18771
385	0.675972	1.17437
386	0.64659	1.16427
387	0.605087	1.16368
388	0.547435	1.1851
389	0.468658	1.25645
390	0.448693	1.24155
391	0.422216	1.22997
392	0.3877	1.22625
393	0.343432	1.23884
394	0.28753	1.28576
395	0.217973	1.41571
396	0.132633	1.83019
397	0.113097	1.8522
398	0.0896986	1.91223
399	0.0620016	2.07406
400	0.0295498	2.72008
401	0.0224613	2.807
402	0.0142562	3.04084
403	0.00482682	4.37567
404	0.00285527	5.11975
405	0.00265082	5.16245
406	0.00328363	4.78514
407	0.00358799	4.66373
408	0.00369326	4.61979
409	0.00367558	4.60086
410	0.00357755	4.58807
411	0.00342083	4.57455
412	0.00321398	4.55833
413	0.00321571	4.5538
414	0.00318273	4.54351
415	0.00312405	4.52641
416	0.00304174	4.50226
417	0.00293278	4.47063
418	0.0027891	4.43066
419	0.00275999	4.41577
420	0.00271338	4.3929
421	0.00264162	4.36172
422	0.00252971	4.32281
423	0.00235066	4.2808
424	0.00205736	4.25384
425	0.00156949	4.3156
426	0.000753146	5.03832
427	0.000495884	5.43286
428	0.000418604	5.53868
429	0.000407179	5.55511
430	0.000375815	5.5991
431	0.000317547	5.72859
432	0.000221121	6.1752
433	0.000205915	6.25604
434	0.000170876	6.49824
435	0.000188666	6.38448
436	0.000189452	6.38332
437	0.000246354	6.09788
438	0.000277279	6.02158
439	0.000290551	6.00551
440	0.000290879	6.00936
441	0.000333632	5.9602
442	0.000357758	5.95677
443	0.000369553	5.96245
444	0.000372248	5.96544
445	0.00036693	5.96211
446	0.000394894	5.95747
447	0.000514977	5.77641
448	0.000985342	5.07839
449	0.00133483	4.91107
450	0.00159542	4.85382
451	0.00178914	4.83491
452	0.00193164	4.8317
453	0.00203406	4.83445
454	0.00210395	4.838
455	0.00214548	4.83918
456	0.00215899	4.83611
457	0.0021396	4.82842
458	0.00207445	4.81896
459	0.00211736	4.81275
460	0.00211499	4.80602
461	0.00226534	4.77437
462	0.00234424	4.76103
463	0.00270095	4.65397
464	0.00391402	4.22429
465	0.00466071	4.11832
466	0.00510888	4.09544
467	0.00536651	4.09738
468	0.00549979	4.10424
469	0.0055455	4.10868
470	0.00551882	4.10876
471	0.00566374	4.11966
472	0.0057218	4.1274
473	0.0057155	4.13
474	0.0058714	4.14391
475	0.0059448	4.15379
476	0.00596186	4.15807
477	0.0059337	4.15674
478	0.00586091	4.15023
479	0.00573489	4.13924
480	0.00553665	4.12523
481	0.00523265	4.11198
482	0.00476707	4.11022
483	0.00463785	4.09127
484	0.0044298	4.06937
485	0.00409926	4.05247
486	0.00357602	4.06339
487	0.00275003	4.18116
488	0.00145206	4.90642
489	0.00106971	5.19582
490	0.000962847	5.24517
491	0.000950276	5.25426
492	0.000913915	5.26512
493	0.000848185	5.28967
494	0.000743304	5.35596
495	0.000733225	5.36352
496	0.000702071	5.374
497	0.000646351	5.39793
498	0.000559706	5.46154
499	0.000432466	5.64449
500	0.000250918	6.34748
501	0.000210859	6.54503
502	0.0002269	6.47429
503	0.000227719	6.47014
504	0.000215303	6.51428
505	0.00024774	6.37237
506	0.000263323	6.31819
507	0.000266313	6.29684
508	0.000311828	6.14698
509	0.000336757	6.09044
510	0.000347546	6.06455
511	0.000400882	5.93894
512	0.000429882	5.89604
513	0.000443215	5.87883
514	0.000495851	5.79301
515	0.000523041	5.76823
516	0.000534888	5.76018
517	0.000536577	5.75326
518	0.000529935	5.7421
519	0.000514099	5.72631
520	0.000485396	5.71045
521	0.000478598	5.69735
522	0.000464068	5.67729
523	0.000438048	5.65445
524	0.000430754	5.63816
525	0.000416705	5.61369
526	0.000391948	5.58544
527	0.000384459	5.56665
528	0.000370893	5.53891
529	0.000347438	5.50611
530	0.000307591	5.48167
531	0.000240667	5.51616
532	0.000219729	5.46819
533	0.000185159	5.42187
534	0.000128895	5.42677
535	3.85279e-05	6.16748
536	1.1394e-05	6.92798
537	3.33769e-06	7.70737
538	9.74124e-07	8.51331
539	2.93673e-07	9.38182
540	1.18366e-07	10.2477
541	1.32697e-07	10.0805
542	3.46138e-07	9.27676
543	1.10908e-06	8.60473
544	1.54803e-06	8.53916
545	3.16878e-06	8.22
546	4.20472e-06	8.182
547	8.10647e-06	7.81866
548	1.08182e-05	7.75887
549	1.2711e-05	7.74182
550	2.03648e-05	7.43483
551	2.60263e-05	7.35087
552	4.87561e-05	6.81664
553	0.000139992	5.84734
554	0.000507894	4.83206
555	0.000789943	4.74362
556	0.00100662	4.73746
557	0.00117313	4.75173
558	0.00130086	4.77158
559	0.00139837	4.79183
560	0.00147207	4.81014
561	0.00152657	4.82504
562	0.00156477	4.83514
563	0.00172865	4.80974
564	0.00236672	4.5168
565	0.00479747	3.68339
566	0.0139109	2.60307
567	0.020285	2.49149
568	0.0246684	2.4891
569	0.0276309	2.51429
570	0.0295975	2.54557
571	0.0308787	2.57515
572	0.0316958	2.59999
573	0.0322021	2.61911
574	0.0324995	2.63242
575	0.0335371	2.65892
576	0.0341543	2.67977
577	0.0345054	2.6944
578	0.0346816	2.70305
579	0.0347291	2.70608
580	0.0346582	2.70357
581	0.0344435	2.69531
582	0.0345046	2.69982
583	0.0344434	2.69859
584	0.0342369	2.69178
585	0.0343395	2.69929
586	0.0343166	2.70094
587	0.0341531	2.69723
588	0.0338012	2.68859
589	0.0331739	2.67584
590	0.0321332	2.66095
591	0.0304725	2.64848
592	0.0278941	2.64888
593	0.0239805	2.6883
594	0.0181598	2.85009
595	0.00966524	3.61986
596	0.00737601	3.87831
597	0.00683532	3.91274
598	0.00603191	3.98463
599	0.00489589	4.14925
600	0.00333535	4.6095
601	0.00302553	4.69047
602	0.00255463	4.85265
603	0.00189407	5.23365
604	0.00186415	5.24036
605	0.00173009	5.30557
606	0.00149236	5.46004
607	0.00162081	5.34855
608	0.00165056	5.31471
609	0.00204073	5.06665
610	0.00226258	4.98718
611	0.00237431	4.96162
612	0.00241103	4.95433
613	0.00269218	4.89786
614	0.00285116	4.88738
615	0.00293367	4.88965
616	0.00296585	4.89296
617	0.00296145	4.89316
618	0.00292593	4.88905
619	0.00285834	4.88074
620	0.00275135	4.86955
621	0.00275697	4.87065
622	0.00273508	4.86585
623	0.00268034	4.85601
624	0.00257906	4.84462
625	0.00259109	4.84879
626	0.00256833	4.84822
627	0.00249944	4.84694
628	0.0023617	4.85628
629	0.00211536	4.90768
630	0.00169469	5.10497
631	0.00160662	5.14423
632	0.00142459	5.256
633	0.00110283	5.60319
634	0.00111544	5.61046
635	0.00156922	5.16907
636	0.00189827	4.99478
637	0.00211689	4.91654
638	0.00223197	4.88684
639	0.00309539	4.55281
640	0.00372509	4.43
641	0.00416577	4.37975
642	0.00611485	4.0229
643	0.0075372	3.91463
644	0.00856092	3.8811
645	0.00928344	3.8754
646	0.00977694	3.87966
647	0.0100928	3.88574
648	0.0115886	3.83264
649	0.0126487	3.81709
650	0.0167691	3.58285
651	0.0197178	3.50207
652	0.0218198	3.47397
653	0.0233067	3.46699
654	0.0243425	3.4684
655	0.0283337	3.36346
656	0.0311201	3.32187
657	0.0330371	3.30743
658	0.034325	3.30479
659	0.035152	3.30646
660	0.0356296	3.30841
661	0.0358213	3.30848
662	0.0371206	3.30306
663	0.0378888	3.3036
664	0.0382736	3.30475
665	0.0383564	3.30394
666	0.0381627	3.3002
667	0.0376651	3.29373
668	0.0367786	3.28611
669	0.0353476	3.28124
670	0.0331206	3.28811
671	0.0325429	3.27841
672	0.031601	3.26737
673	0.0301456	3.25942
674	0.0279464	3.26441
675	0.0273573	3.25098
676	0.0264546	3.23598
677	0.0251134	3.22343
678	0.0231532	3.22182
679	0.0226321	3.20442
680	0.0218733	3.1841
681	0.0207915	3.16295
682	0.0192711	3.1451
683	0.0171591	3.13943
684	0.014256	3.168
685	0.0103054	3.30369
686	0.00498075	4.01733
687	0.00363322	4.20955
688	0.00329737	4.19511
689	0.00285438	4.1933
690	0.00227597	4.22649
691	0.00152664	4.37602
692	0.000561777	5.39046
693	0.000327723	5.89573
694	0.000272132	5.9658
695	0.000200093	6.1504
696	0.000107453	6.84821
697	8.54588e-05	7.01305
698	8.14488e-05	7.01893
699	7.48947e-05	7.03187
700	6.56612e-05	7.06368
701	5.30986e-05	7.1528
702	5.02698e-05	7.15061
703	4.60679e-05	7.14491
704	4.00817e-05	7.1483
705	3.16038e-05	7.1953
706	1.95028e-05	7.44632
707	1.62816e-05	7.43999
708	1.14065e-05	7.49035
709	3.88722e-06	8.24974
710	1.65757e-06	8.88451
711	9.71188e-07	9.19985
712	7.83939e-07	9.31583
713	3.79121e-07	9.83037
714	2.63822e-07	10.1278
715	2.80128e-07	10.2602
716	1.95466e-07	10.4314
717	2.16992e-07	10.3704
718	3.79601e-07	10.1996
719	4.17788e-07	10.1312
720	3.55706e-07	9.92598
721	4.07073e-07	9.8424
722	5.9897e-07	9.71177
723	6.48496e-07	9.62329
724	9.04832e-07	9.61787
725	9.89244e-07	9.60003
726	9.48124e-07	9.48616
727	1.09349e-06	9.56409
728	1.10357e-06	9.55334
729	9.79391e-07	9.44545
730	1.0128e-06	9.48479
731	9.18439e-07	9.44944
732	9.3709e-07	9.45944
733	1.11798e-06	9.54451
734	1.14431e-06	9.55844
735	1.03037e-06	9.50097
736	1.10949e-06	9.59591
737	1.04962e-06	9.61383
738	8.1848e-07	9.61531
739	7.92439e-07	9.68214
740	6.2273e-07	9.74794
741	5.91907e-07	9.78164
742	6.88679e-07	9.90396
743	6.67633e-07	9.92781
744	5.21202e-07	9.891
745	5.24422e-07	9.95492
746	4.20012e-07	9.94144
747	4.19952e-07	9.97797
748	5.68764e-07	10.1848
749	6.00078e-07	10.2487
750	5.19771e-07	10.2348
751	2.97226e-07	10.2292
752	2.49114e-07	10.257
753	2.57599e-07	10.234
754	3.43706e-07	10.2188
755	3.34369e-07	10.1275
756	4.44806e-07	10.2043
757	4.52104e-07	10.179
758	3.63747e-07	9.99349
759	3.79022e-07	10.0048
760	5.36942e-07	10.2151
761	5.80209e-07	10.2726
762	5.19183e-07	10.2306
763	3.28742e-07	10.1028
764	2.90793e-07	10.0977
765	3.05927e-07	10.1103
766	4.27096e-07	10.2189
767	4.42701e-07	10.2183
768	3.60731e-07	10.0902
769	3.9662e-07	10.1397
770	3.41435e-07	10.0595
771	3.74352e-07	10.0623
772	5.78581e-07	10.1432
773	6.47554e-07	10.1658
774	6.01386e-07	10.1095
775	4.22797e-07	9.9465
776	4.07277e-07	9.90662
777	4.73157e-07	9.81544
778	6.99641e-07	9.61334
779	7.61062e-07	9.51854
780	1.04823e-06	9.44928
781	1.14141e-06	9.412
782	1.0954e-06	9.29226
783	1.21938e-06	9.28914
784	1.68776e-06	9.35671
785	1.89163e-06	9.40918
786	1.91616e-06	9.40192
787	1.77287e-06	9.32206
788	1.40337e-06	9.16067
789	1.32249e-06	9.13261
790	1.37966e-06	9.18032
791	1.29573e-06	9.15435
792	1.37492e-06	9.24013
793	1.30918e-06	9.24481
794	1.06163e-06	9.20993
795	1.00878e-06	9.23046
796	1.12757e-06	9.42462
797	1.11036e-06	9.49535
798	9.39745e-07	9.51027
799	5.40643e-07	9.664
800	4.21262e-07	9.75803
801	3.98649e-07	9.82592
802	5.10473e-07	10.1442
803	5.19598e-07	10.2464
804	4.20616e-07	10.2662
805	1.75643e-07	10.4729
806	1.14276e-07	10.718
807	1.04504e-07	10.8007
808	1.46592e-07	10.7696
809	1.18158e-07	10.635
810	1.4823e-07	10.4662
811	2.95408e-07	10.3143
812	3.34276e-07	10.2372
813	2.83551e-07	9.98197
814	3.47988e-07	9.98468
815	3.24795e-07	9.81662
816	3.84678e-07	9.747
817	5.85031e-07	9.56484
818	6.45165e-07	9.45036
819	9.05419e-07	9.25882
820	1.75814e-06	8.93342
821	2.19205e-06	8.89812
822	2.36408e-06	8.85467
823	2.34208e-06	8.74648
824	2.71605e-06	8.78283
825	2.84274e-06	8.77867
826	2.75245e-06	8.71291
827	2.38302e-06	8.57386
828	2.34932e-06	8.55039
829	2.54051e-06	8.51778
830	3.11388e-06	8.38725
831	4.55928e-06	8.09838
832	8.21409e-06	7.75961
833	9.84582e-06	7.79653
834	1.05248e-05	7.84168
835	1.0715e-05	7.85021
836	1.05859e-05	7.81162
837	1.01366e-05	7.7172
838	1.02449e-05	7.76078
839	1.00617e-05	7.75508
840	9.44023e-06	7.70851
841	7.97733e-06	7.65268
842	4.74683e-06	7.83267
843	3.47745e-06	7.94387
844	2.98376e-06	7.97729
845	1.83135e-06	8.2814
846	1.37909e-06	8.39186
847	1.2175e-06	8.41351
848	1.26601e-06	8.64144
849	1.16925e-06	8.72477
850	8.77967e-07	8.75286
851	2.8564e-07	9.20286
852	1.05563e-07	9.92884
853	5.01116e-08	10.7161
854	4.02628e-08	11.0364
855	6.18025e-08	10.727
856	1.50007e-07	10.3627
857	1.5524e-07	10.1213
858	2.45937e-07	9.97797
859	5.72178e-07	9.83676
860	7.19602e-07	9.82791
861	7.42486e-07	9.73749
862	6.55554e-07	9.47802
863	7.36222e-07	9.4127
864	1.05658e-06	9.24807
865	1.18685e-06	9.15736
866	1.73617e-06	9.01046
867	1.99241e-06	8.96961
868	2.0356e-06	8.90147
869	1.87203e-06	8.75991
870	1.9866e-06	8.71371
871	2.44534e-06	8.59108
872	2.58564e-06	8.53305
873	3.105e-06	8.4086
874	4.43972e-06	8.12272
875	4.9826e-06	8.07753
876	6.44083e-06	8.01142
877	7.04125e-06	8.03243
878	7.21078e-06	8.03069
879	8.04876e-06	8.16498
880	8.43062e-06	8.24396
881	8.51718e-06	8.27012
882	8.31745e-06	8.2474
883	7.70507e-06	8.18197
884	6.3386e-06	8.10254
885	6.02791e-06	8.12047
886	5.04062e-06	8.1705
887	2.70844e-06	8.77648
888	2.08281e-06	9.16657
889	2.96698e-06	8.64476
890	7.7889e-06	7.47475
891	2.70658e-05	6.38854
892	0.000101179	5.45841
893	0.000154141	5.41091
894	0.000191335	5.43411
895	0.000327848	5.14938
896	0.000420969	5.11619
897	0.000483468	5.13434
898	0.000702651	4.94062
899	0.000846068	4.91703
900	0.00133606	4.60628
901	0.00299357	3.90661
902	0.0040486	3.84031
903	0.00471658	3.85725
904	0.00513806	3.89035
905	0.00540343	3.92273
906	0.00557005	3.94956
907	0.00612737	3.96167
908	0.0064784	3.98235
909	0.00669855	4.00234
910	0.00743341	3.98671
911	0.00789246	3.99368
912	0.0081762	4.00672
913	0.00834776	4.01937
914	0.00844568	4.02898
915	0.00849133	4.03438
916	0.00849233	4.03512
917	0.00844275	4.03135
918	0.00831971	4.02448
919	0.00807553	4.01909
920	0.00762342	4.02811
921	0.00681397	4.08826
922	0.0065541	4.08672
923	0.00609882	4.10444
924	0.00532631	4.18366
925	0.0050934	4.1831
926	0.00470345	4.20065
927	0.00407164	4.27442
928	0.00389613	4.27111
929	0.00360927	4.27861
930	0.00355848	4.27689
931	0.00345151	4.27027
932	0.00327163	4.26334
933	0.00299263	4.2657
934	0.00257669	4.30054
935	0.00197143	4.43944
936	0.00110636	5.06267
937	0.000888259	5.23475
938	0.000576473	5.78861
939	0.000526092	5.89992
940	0.00043587	6.15823
941	0.000488526	6.04243
942	0.000506019	6.02107
943	0.000493884	6.05674
944	0.000617171	5.82906
945	0.00069342	5.7468
946	0.000735196	5.71509
947	0.000750023	5.70349
948	0.000898327	5.56223
949	0.000994848	5.50637
950	0.00105367	5.4816
951	0.00131207	5.28605
952	0.00148468	5.21266
953	0.00159659	5.18316
954	0.00166423	5.17049
955	0.00169745	5.16311
956	0.00170055	5.15595
957	0.00181093	5.12478
958	0.00221228	4.9233
959	0.00246163	4.85575
960	0.0026109	4.83417
961	0.00269335	4.8282
962	0.0027286	4.82529
963	0.00272566	4.82024
964	0.00268416	4.81199
965	0.00259381	4.80348
966	0.00259386	4.80002
967	0.0025586	4.79256
968	0.0024814	4.78306
969	0.00248043	4.78077
970	0.00245034	4.77307
971	0.00238713	4.76122
972	0.00227849	4.74961
973	0.00225361	4.74112
974	0.00220453	4.7268
975	0.00212259	4.70921
976	0.00199217	4.69427
977	0.00178827	4.69694
978	0.0017297	4.67441
979	0.00163838	4.64927
980	0.0014984	4.62881
981	0.00128612	4.63257
982	0.000967031	4.72704
983	0.000491474	5.34012
984	0.000358301	5.51086
985	0.00032147	5.49385
986	0.000267642	5.50164
987	0.000189676	5.60475
988	7.7443e-05	6.40861
989	4.69813e-05	6.75073
990	3.88137e-05	6.76615
991	2.702e-05	6.87284
992	1.00795e-05	7.76564
993	5.49963e-06	8.27641
994	4.29806e-06	8.38743
995	2.48134e-06	8.81856
996	2.01958e-06	8.90927
997	2.07911e-06	9.08002
998	1.96823e-06	9.16881
999	1.67648e-06	9.21036
1000	1.15696e-06	9.24655
